Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,oregano fresco,,,,,,720,14,0.00,0.88,213,Informational,"Image Pack, Video, Image, Short Videos, AI Overview","0.55,0.67,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.45,0.45,0.45",75,,
br,peito de frango proteinas,,,,,,720,20,0.23,0.01,534000,Informational,"Instant Answer, Image Pack, Video, Related Searches, See Results About, Short Videos, AI Overview","0.20,0.66,0.66,0.10,0.08,0.36,0.16,0.20,0.10,0.08,0.16,0.20",20,,
br,pimenta caiena beneficios,,,,,,720,29,0.13,0.17,559000,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video","0.45,0.67,1.00,0.76,0.30,0.55,0.45,0.45,0.30,0.20,0.36,0.36",20,,
br,pimenta preta beneficios,,,,,,720,22,0.14,0.03,8070000,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.88,0.39,0.88,0.88,1.00,1.00,0.72,0.72,0.59,0.48,0.48,0.59",20,,
br,pipoca tem proteina,,,,,,720,23,0.02,0.02,0,Informational,"Related Searches, Short Videos, AI Overview, Instant Answer, Image Pack, Video","0.88,0.88,0.72,0.88,0.88,0.72,0.88,0.88,0.88,0.59,1.00,0.88",20,,
br,plano alimentação,,,,,,720,25,0.21,0.35,138,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.07,0.29,0.10,0.08,0.07,0.04,0.20,0.13,0.16,0.07,0.13,0.13",75,,
br,pomelo frutas,,,,,,720,24,0.00,0.00,8510000,"Informational, Transactional","Short Videos, Knowledge Panel, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.00,0.00,0.00,1.00,0.29,0.54,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,presunto é saudavel,,,,,,720,25,0.09,0.03,139,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview","1.00,0.72,0.72,0.72,0.88,0.88,0.88,0.88,0.59,0.59,0.88,0.72",90,,
br,quais alimentos contem magnesio,,,,,,720,14,0.01,0.21,0,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.08,0.07,0.08,0.07,0.13,0.13,0.13,0.10,1.00,0.36,0.24,0.07",90,,
br,quais os alimentos que têm magnésio,,,,,,720,19,0.01,0.21,40000000,Informational,"Video, Image, Adwords Bottom, Video Carousel, Related Searches, AI Overview, Image Pack","0.03,0.04,0.03,0.46,0.16,0.52,0.68,0.68,1.00,0.68,0.52,0.00",90,,
br,quantas calorias tem azeitona,,,,,,720,21,0.33,0.01,3270000,Informational,"Instant Answer, Video, Related Searches, AI Overview","0.45,0.45,0.45,0.36,0.45,0.55,0.55,0.67,0.76,0.55,0.67,0.45",20,,
br,quantas calorias tem um milk shake,,,,,,720,28,0.19,0.01,138,Informational,"Image Pack, Video, Image, Related Searches, Short Videos, AI Overview, Instant Answer","0.72,0.48,0.48,0.39,0.48,0.59,1.00,0.59,0.72,0.88,0.88,0.72",20,,
br,quantas calorias tem um pepino,,,,,,720,16,0.23,0.01,7980000,Informational,"AI Overview, Image Pack, Video, Image, People Also Ask, Related Searches, Short Videos","0.45,0.45,0.55,0.36,0.36,0.45,0.55,0.55,0.67,0.36,0.67,0.45",90,,
br,queijo mussarela é saudavel,,,,,,720,22,0.01,0.02,104,Informational,"Image Pack, Video, Related Searches, AI Overview","0.31,0.31,0.37,0.31,0.46,0.46,0.52,0.52,0.52,0.46,1.00,0.84",90,,
br,quincã,,,,,,720,36,0.00,0.00,0,Informational,"Video, Video Carousel, Related Searches, AI Overview, Knowledge Panel","0.31,0.31,0.37,0.37,0.46,0.52,0.37,0.37,0.31,0.31,0.31,1.00",70,,
br,quinoa carboidrato,,,,,,720,19,0.01,0.02,651000,Informational,"Site Links, Video, Related Searches, AI Overview, Image Pack","0.24,0.20,0.30,0.54,0.20,0.24,0.36,0.30,0.41,0.30,0.41,0.36",20,,
br,rabanete é bom para que,,,,,,720,14,0.01,0.02,862000,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, Related Searches","0.36,0.36,0.36,0.55,0.67,0.76,0.76,0.67,0.67,0.45,0.45,0.36",90,,
br,raspberry fruta,,,,,,720,28,0.00,0.04,0,"Informational, Transactional","Knowledge Panel, Site Links, Video, Image, Video Carousel, Related Searches, Short Videos","0.36,0.30,0.30,0.55,0.62,0.45,0.45,0.55,0.45,0.36,0.45,0.36",20,,
br,ricota calorias,,,,,,720,19,0.27,0.00,5670000,Informational,"Instant Answer, Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.55,0.36,0.55,0.45,0.55,0.55,0.30,0.45,0.36,0.36,0.36,0.20",20,,
br,sal tem calorias,,,,,,720,35,0.00,0.00,106,Informational,"Instant Answer, Site Links, Video, Related Searches, AI Overview","0.59,0.48,0.88,0.59,0.72,0.59,0.88,0.72,0.59,0.59,0.88,0.48",20,,
br,salsicha tem proteina,,,,,,720,21,0.00,0.00,100,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Instant Answer, Image Pack, Video","0.59,0.72,0.88,0.59,0.88,0.88,0.48,1.00,0.88,0.72,0.88,0.72",20,,
br,semola de milho,,,,,,720,16,0.11,0.37,280000,Informational,"Image Pack, Video, Image, Video Carousel, Popular Products, Related Searches, AI Overview","0.72,0.88,0.88,0.88,0.88,0.72,0.59,0.48,0.48,0.32,0.39,0.32",90,,
br,uvas passas beneficios,,,,,,720,28,0.01,0.03,3610000,Informational,"Related Searches, Short Videos, AI Overview, Video, Video Carousel","0.30,0.36,0.36,0.24,0.30,0.62,0.62,0.55,0.45,0.62,0.55,0.36",90,,
br,água tônica faz bem,,,,,,720,33,0.01,0.04,2310000,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Video, Image","0.36,0.24,0.08,0.08,0.24,0.10,0.05,0.36,0.66,0.54,0.54,0.30",90,,
br,abóbora butternut,,,,,,590,20,0.00,0.37,99,Informational,"Video Carousel, People Also Ask, Related Searches, Short Videos, Knowledge Panel, Video, Image","0.81,0.81,0.67,0.54,0.54,0.67,0.54,0.67,0.67,0.44,0.81,1.00",70,,
br,alcaparra o que é,,,,,,590,25,0.00,0.40,0,Informational,"AI Overview, Image Pack, Video, Video Carousel, Related Searches, Short Videos","0.24,0.30,0.30,0.30,0.30,0.30,0.81,0.36,0.36,1.00,1.00,0.30",90,,
br,alface tem fibra,,,,,,590,21,0.01,0.00,114,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview, Instant Answer, Image Pack","0.67,0.54,0.54,0.44,0.67,0.67,0.67,1.00,0.81,0.44,0.67,0.44",20,,
br,alimentos dieta cetogenica,,,,,,590,22,0.02,0.59,135,Informational,"Image Pack, Video, Related Searches, AI Overview","0.76,0.45,0.45,0.36,0.55,0.76,0.45,0.45,0.45,0.36,1.00,0.67",90,,
br,alimentos sem açúcar,,,,,,590,9,0.06,0.98,0,Informational,"Site Links, Video, Video Carousel, Related Searches, AI Overview","0.46,0.37,0.31,0.25,0.25,0.31,0.31,0.31,0.25,0.16,0.31,0.25",20,,
br,arroz parboilizado faz mal,,,,,,590,27,0.00,0.00,38000,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview, Image Pack","0.72,0.59,0.72,0.59,0.72,0.59,0.59,0.59,0.59,0.48,0.59,0.48",90,,
br,arroz parboilizado é bom,,,,,,590,28,0.01,0.06,268000,Informational,"Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview","0.67,0.54,0.54,0.67,0.67,0.67,0.54,0.54,0.54,0.54,0.67,0.54",90,,
br,arroz é cereais,,,,,,590,29,0.00,0.06,48600000,Informational,"AI Overview, Site Links, Video, Video Carousel, Related Searches","0.11,0.11,0.11,0.11,1.00,0.00,0.30,0.24,0.20,0.13,0.01,0.00",20,,
br,atum é proteina,,,,,,590,32,0.00,0.10,177,Informational,"Instant Answer, Image Pack, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.55,0.30,0.36,0.24,0.30,0.24,0.76,0.36,0.36,0.24,0.55,0.55",20,,
br,bacon calorias,,,,,,590,22,0.00,0.00,25100000,Informational,"Related Searches, AI Overview, Instant Answer, Image Pack, Video","0.59,0.59,0.59,0.59,0.59,0.48,0.59,0.48,0.48,0.32,0.48,0.32",20,,
br,batata doce nutrientes,,,,,,590,24,0.01,0.13,7810000,Informational,"Image Pack, Video, Video Carousel, Related Searches, Knowledge Panel","0.81,1.00,0.81,0.66,0.66,0.81,0.66,0.81,0.66,0.44,0.54,0.54",70,,
br,batata frita engorda,,,,,,590,23,0.00,0.00,123,Informational,"Image Pack, Video, Related Searches, AI Overview","0.72,0.59,0.59,0.48,0.59,0.59,0.72,0.59,0.72,0.59,0.88,0.59",90,,
br,batata vermelha,,,,,,590,13,0.00,0.00,24000000,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview","0.36,0.36,0.36,0.45,0.45,0.55,0.45,0.55,0.55,0.55,0.55,0.45",75,,
br,beneficios camarão,,,,,,590,21,0.00,0.00,126,Informational,"Short Videos, AI Overview, Video, Related Searches","0.45,0.45,0.30,0.30,0.24,0.24,0.36,0.36,0.45,0.30,0.36,0.36",75,,
br,beneficios da agua tonica,,,,,,590,29,0.01,0.07,346000,Informational,"Related Searches, AI Overview, Video, Image","0.36,0.24,0.16,0.16,0.16,0.20,0.20,0.24,0.24,0.20,0.30,0.16",90,,
br,beneficios do açucar mascavo,,,,,,590,9,0.00,0.01,97,Informational,"Related Searches, Short Videos, AI Overview, Video, Video Carousel","0.30,0.36,0.36,0.45,0.62,0.45,0.36,0.30,0.30,0.20,0.30,0.36",90,,
br,beneficios do acucar mascavo,,,,,,590,24,0.00,0.01,110,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video, Image","0.81,1.00,0.54,0.67,0.36,0.81,1.00,0.54,0.81,0.36,0.81,0.67",20,,
br,beneficios do camarao,,,,,,590,7,0.00,0.00,0,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.59,0.59,0.48,0.48,0.48,0.59,0.59,0.48,0.72,0.48,0.59,0.39",90,,
br,beneficios do camarão,,,,,,590,19,0.00,0.00,1650000,Informational,"Video Carousel, Related Searches, AI Overview, Image Pack, Video, Image","0.45,0.45,0.36,0.36,0.36,0.45,0.45,0.36,0.45,0.20,0.45,0.30",90,,
br,beneficios do cuzcuz,,,,,,590,21,0.01,0.03,0,Informational,"Image Pack, Video, Related Searches, AI Overview","0.27,0.20,0.20,0.01,0.27,0.10,0.03,0.03,0.44,0.20,0.24,0.20",90,,
br,beneficios do figado bovino,,,,,,590,25,0.00,0.00,9650,Informational,"Image Pack, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.24,0.30,0.36,0.20,0.45,0.55,0.76,0.55,0.45,0.24,0.36,0.20",90,,
br,beneficios do figado de galinha,,,,,,590,30,0.00,0.00,0,Informational,"Image, Video Carousel, Related Searches, Image Pack, Video, Featured Snippet","0.36,0.30,0.45,0.30,0.55,1.00,0.08,1.00,0.10,0.55,1.00,0.67",80,,
br,benefícios da mostarda,,,,,,590,30,0.00,0.00,6130000,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.30,0.36,0.55,0.55,0.62,0.62,0.45,0.36,0.30,0.24,0.30,0.30",90,,
br,beneficios do oleo de gergelim,,,,,,590,20,0.03,0.54,23000,Informational,"Site Links, Video, Video Carousel, Related Searches, AI Overview","0.72,0.72,0.88,0.72,0.88,1.00,0.39,0.48,0.39,0.17,0.48,0.59",20,,
br,benefícios do cardamomo,,,,,,590,27,0.01,0.25,0,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Site Links, Video, Image","0.45,0.30,0.67,0.76,0.55,0.45,0.45,0.45,0.45,0.36,0.36,0.36",20,,
br,benefícios do fígado de boi,,,,,,590,28,0.00,0.00,697000,Informational,"Short Videos, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel, Related Searches","0.24,1.00,0.36,0.24,0.45,0.76,0.45,0.36,0.36,0.24,0.45,0.24",20,,
br,bife tártaro,,,,,,590,24,0.00,0.00,866000,Informational,"Video Carousel, People Also Ask, Recipes, Related Searches, Knowledge Panel, Video, Image","0.81,1.00,1.00,0.54,0.66,1.00,0.81,0.81,0.66,0.44,0.54,0.36",70,,
br,brocolis tem carboidrato,,,,,,590,19,0.00,0.00,119000,Informational,"Instant Answer, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.36,0.36,0.54,0.54,0.67,1.00,0.81,0.67,0.81,0.44,0.81,0.44",20,,
br,caloria do frango assado,,,,,,590,17,0.00,0.00,8160000,Informational,"Video, Recipes, Related Searches, Short Videos, AI Overview","0.72,0.59,0.48,0.48,0.39,0.48,0.48,0.48,0.48,0.39,0.00,0.39",90,,
br,calorias da ricota,,,,,,590,20,0.27,0.00,5600000,Informational,"Instant Answer, Video, Related Searches, Short Videos, AI Overview","0.45,0.55,0.36,0.30,0.45,0.45,0.36,0.24,0.36,0.24,0.36,0.24",20,,
br,calorias da sopa de ervilha,,,,,,590,15,0.00,0.00,115,Informational,"Related Searches, AI Overview, Instant Answer, Video, Recipes","0.48,1.00,1.00,1.00,0.72,0.48,0.32,0.39,0.26,0.14,0.17,0.17",20,,
br,calorias das torradas,,,,,,590,13,0.41,0.01,148,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Video","0.72,0.59,0.72,0.48,0.39,0.48,0.59,0.59,0.48,0.32,0.48,0.39",90,,
br,calorias do pão doce,,,,,,590,28,0.00,0.00,127,Informational,"Instant Answer, Image Pack, Video, Related Searches, Short Videos, AI Overview","0.72,0.72,0.72,0.48,0.39,0.48,0.59,0.59,0.48,0.32,0.48,0.39",20,,
br,calorias do sorvete,,,,,,590,15,0.00,0.00,9620000,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview, Instant Answer","0.36,0.30,0.24,0.16,0.13,0.30,0.36,0.36,0.36,0.36,0.36,0.24",20,,
br,calorias em batata frita,,,,,,590,22,0.00,0.00,7590000,Informational,"Instant Answer, Video, Video Carousel, Recipes, Related Searches, Short Videos, AI Overview","0.20,0.62,0.45,0.24,0.05,0.16,0.00,0.00,0.45,0.20,0.00,0.45",20,,
br,calorias lasanha,,,,,,590,22,0.00,0.00,0,Informational,"Image Pack, Video, Related Searches, Short Videos, AI Overview, Instant Answer","0.67,0.54,0.81,0.54,0.67,0.54,0.54,0.67,0.54,0.19,0.36,0.29",20,,
br,cardamomo beneficios,,,,,,590,25,0.01,0.25,141,Informational,"Related Searches, AI Overview, Image Pack, Video, Video Carousel","0.25,0.20,0.46,0.52,0.37,0.31,0.31,0.31,0.31,0.25,0.25,0.25",75,,
br,bicarbonato de sódio,,,,,,60500,36,0.03,1.00,125,Informational,"AI Overview, Knowledge Panel, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos","0.81,0.66,0.54,0.54,0.66,0.66,0.66,1.00,0.81,0.66,0.81,0.54",20,,
br,gengibre,,,,,,60500,35,0.01,0.40,12900000,Informational,"People Also Ask, Related Searches, Knowledge Panel, Site Links, Video, Video Carousel","0.55,0.55,0.67,0.67,0.67,0.67,0.67,0.55,0.55,0.45,0.45,0.45",20,,
br,atum,,,,,,40500,36,0.27,0.65,8830000,"Informational, Transactional","Video Carousel, People Also Ask, Related Searches, Short Videos, Knowledge Panel, Site Links, Video, Image","0.66,0.81,0.66,0.54,0.66,0.54,0.54,0.54,0.54,0.54,0.66,0.54",20,,
br,batata doce,,,,,,40500,37,0.02,0.09,43400000,Informational,"Related Searches, Short Videos, Knowledge Panel, Video, Image, Video Carousel, People Also Ask, Recipes","0.81,0.66,0.66,0.81,0.66,0.81,0.54,0.54,0.44,0.36,0.66,0.66",70,,
br,maça,,,,,,40500,38,0.01,0.03,10500000,Informational,"Related Searches, Knowledge Panel, Site Links, Video, Image, Video Carousel, People Also Ask","0.30,0.24,0.30,0.24,0.44,0.24,0.36,0.30,0.30,0.20,0.36,0.30",20,,
br,nabo,,,,,,33100,31,0.00,0.28,112,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Knowledge Panel","0.44,0.81,0.81,0.81,1.00,0.81,0.81,0.66,0.54,0.44,0.54,0.36",20,,
br,arroz parboilizado,,,,,,27100,24,0.05,0.64,282000,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Knowledge Panel","0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.67",20,,
br,agua tonica,,,,,,22200,34,0.06,0.94,191,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Knowledge Panel","0.54,0.54,0.44,0.44,0.54,0.36,0.54,0.54,0.36,0.66,0.54,0.66",20,,
br,alcaparras,,,,,,22200,24,0.08,0.65,3470000,"Informational, Transactional","People Also Ask, Related Searches, Short Videos, Knowledge Panel, Site Links, Video, Image, Video Carousel","0.81,0.81,0.67,0.67,0.67,0.67,0.67,0.54,0.54,0.81,0.67,0.54",20,,
br,alho,,,,,,22200,42,0.07,0.51,23600000,Informational,"Image Pack, Site Links, Video, People Also Ask, Short Videos, AI Overview, Knowledge Panel, Image, Video Carousel, Related Searches","0.67,0.81,0.67,0.67,0.81,0.81,0.67,0.81,0.67,0.54,0.67,0.67",20,,
br,margarina,,,,,,22200,26,0.96,0.38,177,"Informational, Commercial","Related Searches, AI Overview, Image Pack, Video Carousel, Popular Products, Short Videos, Site Links, Video, People Also Ask","1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.66,0.66,0.66,0.66",20,,
br,gim,,,,,,18100,30,0.19,0.95,32300000,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Knowledge Panel, Site Links, Video","0.16,0.20,0.16,0.16,0.20,0.20,0.24,0.20,0.16,0.36,0.20,0.16",20,,
br,bicarbonato de sodio,,,,,,9900,36,0.04,1.00,21900000,Informational,"Related Searches, Knowledge Panel, Site Links, Video, Image, Video Carousel, People Also Ask","0.66,0.44,0.44,0.54,0.54,0.44,0.54,0.66,0.36,0.54,0.36,0.36",20,,
br,frutas citricas,,,,,,9900,22,0.02,0.00,537000,"Informational, Transactional","Video, Image, Video Carousel, People Also Ask, Related Searches, Knowledge Panel","0.66,0.54,0.54,0.54,0.54,0.54,0.54,0.44,0.44,0.44,0.44,0.44",70,,
br,arenque,,,,,,8100,36,0.22,0.01,1450000,"Informational, Transactional","Video, Image, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.19,0.16,0.19,0.16,0.19,0.16,0.24,0.19,1.00,0.16,0.19,0.16",20,,
br,cavala,,,,,,8100,28,0.00,0.00,7560000,Informational,"Image Pack, Image, People Also Ask, See Results About, Knowledge Panel","0.44,0.44,0.44,0.36,0.29,0.54,0.29,0.44,0.44,0.29,0.44,0.29",70,,
br,ginger ale,,,,,,8100,21,0.10,0.88,197,"Informational, Transactional","Related Searches, Knowledge Panel, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.44,0.44,0.54,0.36,0.54,0.44,0.44,0.44,0.54,0.81,0.66,0.44",20,,
br,oleo de canola,,,,,,8100,20,0.03,0.93,192,Informational,"Short Videos, Knowledge Panel, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.36,0.36,0.44,0.29,0.36,0.44,0.29,0.36,1.00,0.29,0.44,0.24",20,,
br,vinagre balsamico,,,,,,8100,21,0.03,0.97,3000000,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Knowledge Panel","0.81,0.66,0.66,0.66,1.00,0.66,0.81,0.81,0.66,1.00,1.00,0.66",20,,
br,amêndoas,,,,,,6600,35,0.09,0.92,188,Informational,"Image, People Also Ask, Related Searches, Short Videos, Knowledge Panel, Site Links, Video","0.54,0.29,0.54,0.29,0.36,0.36,0.29,0.24,0.54,0.24,0.29,0.54",20,,
br,peixe cavala,,,,,,6600,28,0.00,0.00,120,"Informational, Transactional","Short Videos, Knowledge Panel, Video, Image, Video Carousel, People Also Ask, Related Searches, See Results About","0.44,0.54,0.24,0.19,0.29,0.29,0.24,0.24,0.29,0.29,0.29,0.29",70,,
br,alimentos kiwi,,,,,,5400,31,0.02,0.23,33100000,Informational,"Knowledge Panel, Video, Video Carousel, People Also Ask, Related Searches","0.81,1.00,0.81,0.44,0.16,0.29,0.54,0.81,0.81,0.81,0.54,0.81",70,,
br,alimentos sem glúten,,,,,,5400,21,0.05,0.99,12600000,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.81,0.66,0.54,0.54,0.54,0.54,0.54,0.54,0.44,0.24,0.44,0.54",90,,
br,cavala peixe,,,,,,5400,16,0.00,0.00,1730000,Informational,"Knowledge Panel, Video, Image, Video Carousel, People Also Ask, Related Searches, See Results About, Short Videos","0.81,0.81,0.54,0.44,0.44,0.54,0.36,0.44,0.54,0.54,0.81,0.44",70,,
br,queijo ricota,,,,,,5400,22,0.12,0.07,6100000,"Informational, Transactional","Knowledge Panel, Site Links, Image, People Also Ask, Recipes, Related Searches, Video, Video Carousel, Popular Products, Short Videos","0.81,1.00,0.81,0.66,0.81,0.81,0.81,0.81,0.66,0.81,0.81,0.66",20,,
br,batata doce carboidrato,,,,,,4400,34,0.01,0.02,134,Informational,"People Also Ask, Related Searches, AI Overview, Instant Answer, Video, Video Carousel","0.81,0.66,0.54,0.66,0.81,1.00,1.00,0.66,0.66,0.43,0.81,0.66",20,,
br,batata-doce,,,,,,4400,36,0.02,0.09,44000000,Informational,"Video, Image, Video Carousel, People Also Ask, Recipes, Related Searches, Short Videos, Knowledge Panel","0.44,0.66,0.29,0.36,0.54,0.36,0.29,0.23,0.29,0.13,0.81,1.00",70,,
br,chalota,,,,,,4400,36,0.08,0.05,653000,Informational,"Video, Image, People Also Ask, Related Searches, Short Videos, Knowledge Panel, Site Links","0.29,0.81,0.36,0.29,0.44,0.19,0.19,0.29,0.19,0.36,0.54,0.19",20,,
br,fruta kiwi,,,,,,4400,38,0.02,0.23,23300000,"Informational, Transactional","Related Searches, Short Videos, Knowledge Panel, Video, Image, Video Carousel, People Also Ask","0.44,0.44,0.44,0.54,0.54,0.66,0.66,0.54,0.66,0.54,0.54,0.54",70,,
br,frutas cítricas,,,,,,4400,23,0.02,0.00,5260000,"Informational, Transactional","Knowledge Panel, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Short Videos","0.66,0.29,0.36,0.36,0.36,0.36,0.54,0.36,0.36,0.19,0.29,0.29",20,,
br,lista de supermercado,,,,,,4400,32,0.06,0.61,147000000,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.54,0.44,0.54,0.44,0.54,0.54,0.44,0.44,0.54,0.44,0.54,0.54",90,,
br,parboilizado arroz,,,,,,4400,36,0.05,0.64,283000,"Informational, Transactional","Short Videos, Knowledge Panel, Site Links, Video, Video Carousel, People Also Ask, Related Searches","1.00,0.02,0.03,0.07,0.05,0.03,0.04,0.02,0.02,0.07,0.02,0.08",20,,
br,pimenta verde,,,,,,4400,42,0.09,0.72,33400000,Informational,"Related Searches, AI Overview, Knowledge Panel, Site Links, Video, Image, Video Carousel, People Also Ask","0.66,0.54,0.66,0.66,0.66,0.43,0.66,0.81,0.66,0.54,0.54,0.66",20,,
br,pomelo fruta,,,,,,4400,31,0.00,0.00,6270000,"Informational, Transactional","Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Short Videos, Knowledge Panel","1.00,0.81,0.66,0.44,0.81,0.54,0.44,0.44,0.44,0.44,0.44,0.12",20,,
br,pomelo o que é,,,,,,4400,26,0.01,0.00,100,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, People Also Ask, Related Searches","0.36,1.00,0.36,0.23,0.44,0.36,0.23,0.44,0.36,0.54,0.36,0.15",90,,
br,água tônica,,,,,,4400,38,0.06,0.94,2100000,"Informational, Commercial","Video, People Also Ask, Related Searches, AI Overview, Video Carousel, Popular Products, Short Videos, Image Pack, Site Links","0.44,0.44,0.44,0.35,0.44,0.35,0.44,0.81,0.66,0.54,0.44,1.00",20,,
br,ginger ginger ale,,,,,,3600,36,0.10,0.88,62000000,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Short Videos, Knowledge Panel, Site Links, Video, Video Carousel","0.81,0.81,0.81,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,raiz forte,,,,,,3600,14,0.14,0.81,188,"Informational, Transactional","Related Searches, Short Videos, Knowledge Panel, Site Links, Video, Image, Video Carousel, People Also Ask","0.36,0.36,0.29,0.36,0.44,0.29,0.29,0.29,0.29,0.29,0.36,0.29",20,,
br,lista mercado,,,,,,2900,30,0.10,0.64,744000000,Informational,"Image Pack, Site Links, Video, People Also Ask, Related Searches","0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.81,0.65,0.54,0.65,0.54",20,,
br,pães brancos,,,,,,2900,23,0.00,0.02,1360000,"Informational, Transactional","Video, Image, Video Carousel, People Also Ask, Related Searches, Knowledge Panel","0.65,0.81,1.00,0.43,0.20,0.43,0.43,0.54,0.65,0.54,0.36,0.43",70,,
br,pão branco,,,,,,2900,20,0.00,0.02,0,Informational,"Knowledge Panel, Video, Image, Video Carousel, Related Searches, Short Videos","0.65,0.65,1.00,0.54,0.54,0.81,0.81,1.00,0.65,0.54,0.81,0.54",70,,
br,root beer,,,,,,2900,38,0.05,0.02,0,Informational,"Video, Image, Related Searches, Instant Answer, Knowledge Panel, Site Links","0.54,0.65,0.54,0.54,0.65,0.81,0.54,0.54,0.81,0.81,0.81,0.43",20,,
br,abobrinha calorias,,,,,,2400,18,0.20,0.00,0,Informational,"Image Pack, Video, Image, Related Searches, AI Overview","0.53,0.35,0.44,0.18,0.35,0.35,0.35,0.35,0.35,0.13,0.35,0.24",75,,
br,capuchino,,,,,,2400,30,0.30,0.86,0,Informational,"Image, Video Carousel, Related Searches, Short Videos, AI Overview, Knowledge Panel, Site Links, Video","0.16,0.03,0.24,0.16,0.24,0.16,0.16,0.19,0.12,0.05,0.16,0.16",20,,
br,calorias da batata doce,,,,,,2400,30,0.07,0.02,0,Informational,"Image Pack, Video, Related Searches, Short Videos, AI Overview, Instant Answer","0.54,0.24,0.19,0.13,0.07,0.24,0.29,0.36,0.29,0.07,0.10,0.10",20,,
br,cranberry suco,,,,,,2400,13,0.07,1.00,0,Informational,"Video Carousel, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.20,0.66,0.80,0.52,1.00,1.00,0.66,0.66,0.66,0.80,0.44,0.44",20,,
br,damascos secos,,,,,,2400,19,0.07,1.00,0,Informational,"Related Searches, AI Overview, Knowledge Panel, Site Links, Video, Image","1.00,0.66,0.66,0.52,0.16,0.52,0.80,0.66,0.52,0.36,0.44,0.44",20,,
br,leite condensado calorias,,,,,,2400,23,0.00,0.01,0,Informational,"Short Videos, AI Overview, Instant Answer, Image Pack, Video, Related Searches, See Results About","0.81,0.43,0.54,0.43,0.29,0.65,0.65,0.43,0.29,0.29,0.54,0.29",20,,
br,lista de compra de supermercado,,,,,,2400,21,0.04,0.72,0,Transactional,"Image Pack, Video, Video Carousel, Related Searches","0.15,0.19,0.15,0.15,0.19,0.15,0.29,0.15,0.36,0.13,0.19,0.23",90,,
br,lista supermercado completa,,,,,,2400,14,0.06,0.70,0,Informational,"Image Pack, Site Links, Video, Video Carousel, Related Searches","0.65,0.54,0.54,0.43,0.54,0.43,0.54,0.54,0.43,0.43,0.43,0.36",20,,
